,id,name,seller_type,owner,engine
5723,5724,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,Individual,First Owner,2609 CC
5724,5725,Ford Figo Diesel ZXI,Individual,Second Owner,1399 CC
5725,5726,Honda City i DTEC VX,Individual,First Owner,1498 CC
5726,5727,Maruti Esteem AX,Individual,Fourth & Above Owner,1298 CC
5727,5728,Maruti Alto LXi,Individual,First Owner,796 CC
5728,5729,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,Individual,First Owner,1498 CC
5729,5730,Honda City i DTEC VX,Individual,First Owner,1498 CC
5730,5731,Maruti Alto LXi BSIII,Individual,Second Owner,796 CC
5731,5732,Honda City i DTec VX,Individual,Third Owner,1498 CC
5732,5733,Honda City i DTEC V,Individual,Second Owner,1498 CC
5733,5734,Maruti Alto LXi,Individual,Third Owner,796 CC
5734,5735,Maruti Wagon R AX BSIII,Individual,Second Owner,1061 CC
5735,5736,Tata Indica Vista Quadrajet VX Tech,Individual,First Owner,1248 CC
5736,5737,Hyundai Verna Transform CRDi VGT SX ABS,Individual,Third Owner,1493 CC
5737,5738,Mahindra Scorpio EX,Individual,Second Owner,2523 CC
5738,5739,Maruti Alto LXi,Individual,First Owner,796 CC
5739,5740,Maruti Alto LX,Individual,Second Owner,796 CC
5740,5741,Maruti Alto K10 VXI,Individual,First Owner,998 CC
5741,5742,Maruti Swift Dzire VDI,Individual,Second Owner,1248 CC
5742,5743,Maruti Swift 1.3 VXi,Individual,Fourth & Above Owner,
5743,5744,Mahindra KUV 100 mFALCON G80 K8 Dual Tone,Individual,Second Owner,1198 CC
5744,5745,Hyundai i20 Asta,Individual,Fourth & Above Owner,1197 CC
5745,5746,Chevrolet Beat LS,Individual,Second Owner,1199 CC
5746,5747,Maruti 800 Std,Individual,Second Owner,796 CC
5747,5748,Chevrolet Beat LS,Individual,Second Owner,1199 CC
5748,5749,Tata Indica GLS BS IV,Individual,Third Owner,1193 CC
5749,5750,Maruti Ertiga VXI CNG Limited Edition,Individual,First Owner,1373 CC
5750,5751,Maruti Ertiga ZDI Plus,Individual,First Owner,1248 CC
5751,5752,Chevrolet Sail 1.2 LS,Individual,First Owner,1199 CC
5752,5753,Mahindra XUV500 AT W10 FWD,Individual,Second Owner,2179 CC
5753,5754,Mahindra XUV500 W6 2WD,Individual,First Owner,2179 CC
5754,5755,Tata Tiago 1.2 Revotron XZ,Individual,First Owner,1199 CC
5755,5756,Maruti Alto 800 LXI Optional,Individual,First Owner,796 CC
5756,5757,Maruti Ertiga ZDI Plus,Individual,First Owner,1248 CC
5757,5758,Honda Civic 1.8 V MT,Individual,First Owner,1799 CC
5758,5759,Mahindra KUV 100 mFALCON D75 K8,Individual,Second Owner,1198 CC
5759,5760,Maruti Wagon R LXI,Individual,Fourth & Above Owner,998 CC
5760,5761,Mahindra Bolero 2011-2019 SLX 2WD BSIII,Individual,First Owner,2523 CC
5761,5762,Chevrolet Sail Hatchback Diesel Base,Individual,First Owner,1248 CC
5762,5763,Tata Indigo CS LE (TDI) BS-III,Individual,Third Owner,1396 CC
5763,5764,Hyundai Verna 1.6 SX,Individual,First Owner,1582 CC
5764,5765,Ford Figo Diesel Titanium,Individual,Second Owner,1399 CC
5765,5766,Mahindra Verito 1.5 D2 BSIII,Individual,Second Owner,1461 CC
5766,5767,Hyundai EON Era Plus,Individual,First Owner,814 CC
5767,5768,Honda City i DTEC SV,Individual,First Owner,1498 CC
5768,5769,Hyundai i10 Magna LPG,Individual,Second Owner,1086 CC
5769,5770,Hyundai i10 Era,Individual,Second Owner,1086 CC
5770,5771,Maruti Zen Estilo VXI BSIV,Individual,First Owner,998 CC
5771,5772,Hyundai EON Era Plus,Individual,First Owner,814 CC
5772,5773,Honda Amaze E i-Dtech,Individual,First Owner,1498 CC
5773,5774,Tata Indica V2 DLS,Individual,Second Owner,1396 CC
5774,5775,Toyota Innova Crysta 2.4 VX MT BSIV,Individual,First Owner,2393 CC
5775,5776,Hyundai i20 2015-2017 Magna 1.2,Individual,First Owner,1197 CC
5776,5777,Ford EcoSport 1.5 TDCi Trend Plus BSIV,Individual,First Owner,1498 CC
5777,5778,Hyundai Xcent 1.2 VTVT E,Individual,First Owner,1197 CC
5778,5779,Honda Amaze S i-VTEC,Individual,First Owner,1198 CC
5779,5780,Hyundai Accent Executive,Individual,First Owner,1495 CC
5780,5781,Hyundai Verna 1.6 SX,Individual,Second Owner,1582 CC
5781,5782,Tata Tiago 1.05 Revotorq XT Option,Individual,Second Owner,1047 CC
5782,5783,Ford EcoSport 1.5 Diesel Trend Plus BSIV,Individual,First Owner,1498 CC
5783,5784,Maruti Alto LXi,Individual,Third Owner,796 CC
5784,5785,Maruti Eeco CNG HTR 5-STR,Individual,First Owner,1196 CC
5785,5786,Skoda Octavia Ambiente 1.9 TDI MT,Individual,Second Owner,1896 CC
5786,5787,Maruti Swift VDI Windsong Limited edition,Individual,First Owner,1248 CC
5787,5788,Chevrolet Captiva LT,Individual,Second Owner,1991 CC
5788,5789,Hyundai i10 Sportz,Individual,Second Owner,1197 CC
5789,5790,Maruti Alto K10 LXI CNG,Individual,First Owner,998 CC
5790,5791,Mahindra Scorpio SLE BSIII,Individual,Second Owner,2179 CC
5791,5792,Maruti Ritz LDi,Individual,First Owner,1248 CC
5792,5793,Maruti Eeco CNG 5 Seater AC BSIV,Individual,First Owner,1196 CC
5793,5794,Hyundai Accent GLE CNG,Individual,Third Owner,1495 CC
5794,5795,Hyundai Elantra CRDi SX,Individual,First Owner,1582 CC
5795,5796,Skoda Superb Elegance 2.0 TDI CR AT,Individual,First Owner,1968 CC
5796,5797,Volkswagen Passat 1.8 TSI MT,Individual,Second Owner,1798 CC
5797,5798,Ford Figo 1.5D Trend MT,Dealer,First Owner,1498 CC
5798,5799,Hyundai Creta 1.6 CRDi AT SX Plus,Individual,Second Owner,1582 CC
5799,5800,Hyundai Sonata 2.4 GDi MT,Individual,Second Owner,2359 CC
5800,5801,Fiat Grande Punto 1.3 Emotion (Diesel),Individual,First Owner,1248 CC
5801,5802,Fiat Grande Punto 1.3 Emotion (Diesel),Individual,Second Owner,1248 CC
5802,5803,Mahindra XUV500 W8 4WD,Individual,First Owner,2179 CC
5803,5804,Honda City 1.5 V MT,Individual,First Owner,1497 CC
5804,5805,Hyundai Accent GLE,Individual,Second Owner,1495 CC
5805,5806,Maruti Alto LX,Individual,Third Owner,796 CC
5806,5807,Volkswagen Polo 1.2 MPI Comfortline,Individual,Second Owner,1199 CC
5807,5808,Ford Fiesta 1.4 SXi TDCi,Dealer,First Owner,
5808,5809,Volkswagen Polo Diesel Trendline 1.2L,Individual,First Owner,1199 CC
5809,5810,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Individual,Second Owner,2494 CC
5810,5811,Maruti Ritz LDi,Individual,First Owner,1248 CC
5811,5812,Maruti Swift VDI BSIV,Individual,First Owner,
5812,5813,Tata Sumo MKII Turbo 2.0 LX,Individual,First Owner,1948 CC
5813,5814,Hyundai Sonata 2.4 GDi MT,Individual,Second Owner,2359 CC
5814,5815,Maruti Swift VVT VXI,Individual,First Owner,1197 CC
5815,5816,Maruti Alto 800 LXI CNG,Individual,First Owner,796 CC
5816,5817,Hyundai Grand i10 Sportz,Individual,Second Owner,1197 CC
5817,5818,Maruti Swift 1.3 VXi,Individual,First Owner,
5818,5819,Mahindra Quanto C8,Individual,First Owner,1493 CC
5819,5820,Hyundai i10 Sportz 1.1L,Individual,First Owner,1086 CC
5820,5821,Renault KWID 1.0 RXT Optional,Individual,First Owner,999 CC
5821,5822,Toyota Innova 2.5 G (Diesel) 8 Seater,Individual,First Owner,2494 CC
5822,5823,Toyota Innova 2.5 VX (Diesel) 7 Seater,Individual,First Owner,2494 CC
5823,5824,Jaguar XF 3.0 Litre S Premium Luxury,Individual,First Owner,2993 CC
5824,5825,Volkswagen Vento Diesel Highline,Individual,Second Owner,1598 CC
5825,5826,Mahindra TUV 300 T10,Individual,Second Owner,1493 CC
5826,5827,Hyundai Verna 1.6 SX,Individual,Second Owner,1582 CC
5827,5828,Honda City 1.5 V MT Exclusive,Individual,Second Owner,1497 CC
5828,5829,Jeep Compass 2.0 Longitude Option BSIV,Individual,First Owner,1956 CC
5829,5830,Fiat Linea 1.3 Multijet Active,Individual,First Owner,1248 CC
5830,5831,Hyundai Grand i10 Sportz,Individual,First Owner,1197 CC
5831,5832,Maruti Ritz ZDi,Individual,Second Owner,1248 CC
5832,5833,Honda City 2017-2020 GXi,Individual,Second Owner,1497 CC
5833,5834,Maruti Swift Dzire LDI,Individual,First Owner,1248 CC
5834,5835,Mahindra XUV500 AT W6 2WD,Individual,Third Owner,2179 CC
5835,5836,Hyundai Grand i10 CRDi Magna,Individual,Third Owner,1120 CC
5836,5837,Isuzu D-Max V-Cross Z Prestige,Individual,First Owner,1999 CC
5837,5838,Tata Nexon 1.2 Revotron XM,Individual,First Owner,1198 CC
5838,5839,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,Individual,First Owner,999 CC
5839,5840,Hyundai Santro LP - Euro II,Individual,First Owner,
5840,5841,Maruti Ertiga VDI,Individual,First Owner,1248 CC
5841,5842,Hyundai Elite i20 Sportz Plus BSIV,Individual,First Owner,1197 CC
5842,5843,Maruti Ertiga SHVS VDI,Dealer,First Owner,1248 CC
5843,5844,Volkswagen Polo GT TSI BSIV,Dealer,First Owner,1197 CC
5844,5845,Hyundai i20 Magna 1.2,Dealer,First Owner,1197 CC
5845,5846,Renault KWID RXT,Dealer,First Owner,799 CC
5846,5847,Volkswagen Polo GT TSI BSIV,Dealer,First Owner,1197 CC
5847,5848,Honda City i DTEC S,Individual,Second Owner,1498 CC
5848,5849,Hyundai i20 Asta 1.4 CRDi,Individual,First Owner,1396 CC
5849,5850,Maruti Swift Dzire AMT VDI,Individual,First Owner,1248 CC
5850,5851,Maruti Wagon R LXI Minor,Individual,Second Owner,1061 CC
5851,5852,Tata Manza Aqua Safire,Individual,Second Owner,1368 CC
5852,5853,Maruti Swift Dzire AMT ZDI Plus,Individual,First Owner,1248 CC
5853,5854,Hyundai Verna 1.4 VTVT,Individual,First Owner,1396 CC
5854,5855,Maruti Ertiga SHVS VDI,Individual,First Owner,1248 CC
5855,5856,Hyundai i20 1.2 Magna,Individual,Second Owner,1197 CC
5856,5857,Mahindra Scorpio 1.99 S10,Individual,First Owner,1997 CC
5857,5858,Chevrolet Beat Diesel LS,Individual,First Owner,936 CC
5858,5859,BMW 3 Series 320d Prestige,Individual,First Owner,1995 CC
5859,5860,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,Individual,Second Owner,2494 CC
5860,5861,Ford Aspire Titanium BSIV,Individual,First Owner,1194 CC
5861,5862,Hyundai i20 Active 1.4 SX with AVN,Individual,First Owner,1396 CC
5862,5863,Tata Indigo CS eVX,Individual,Second Owner,1396 CC
5863,5864,Maruti Wagon R VXI BS IV,Individual,First Owner,998 CC
5864,5865,Maruti Vitara Brezza ZDi AMT,Individual,First Owner,1248 CC
5865,5866,Maruti Swift Dzire VXi,Individual,Third Owner,1298 CC
5866,5867,Maruti Wagon R LXI Minor,Individual,First Owner,1061 CC
5867,5868,Ford Fusion 1.4 TDCi Diesel,Individual,Third Owner,1399 CC
5868,5869,Maruti SX4 VDI,Individual,Second Owner,1248 CC
5869,5870,Mahindra Scorpio LX BSIV,Individual,First Owner,2179 CC
5870,5871,Tata Indica V2 DiCOR DLG BS-III,Individual,Third Owner,1396 CC
5871,5872,Mahindra Scorpio LX,Individual,First Owner,2179 CC
5872,5873,Hyundai Verna 1.6 SX CRDi (O),Individual,First Owner,1582 CC
5873,5874,Tata Tigor 1.05 Revotorq XZ,Individual,First Owner,1047 CC
5874,5875,Renault KWID AMT,Individual,Second Owner,999 CC
5875,5876,Maruti Swift Vdi BSIII,Individual,First Owner,1248 CC
5876,5877,Maruti Swift VDI BSIV,Individual,Second Owner,1248 CC
5877,5878,Maruti Alto K10 LXI,Individual,First Owner,998 CC
5878,5879,Tata Nano Lx,Individual,First Owner,624 CC
5879,5880,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Individual,Third Owner,2494 CC
5880,5881,Hyundai Accent GLS 1.6 ABS,Individual,Second Owner,1599 CC
5881,5882,Maruti Ertiga VDI,Individual,Second Owner,1248 CC
5882,5883,Tata Sumo Gold GX,Individual,First Owner,2956 CC
5883,5884,Mahindra KUV 100 D75 K8,Individual,First Owner,1198 CC
5884,5885,Maruti Swift ZDi,Individual,Second Owner,1248 CC
5885,5886,Maruti Alto LXi,Individual,Fourth & Above Owner,796 CC
5886,5887,Mahindra Scorpio 1.99 S4,Individual,First Owner,1997 CC
5887,5888,Hyundai i20 1.4 CRDi Sportz,Individual,Second Owner,1396 CC
5888,5889,Mahindra Scorpio SLE BSIV,Individual,Third Owner,2179 CC
5889,5890,Hyundai i10 Sportz,Individual,Third Owner,1197 CC
5890,5891,Maruti Wagon R LXI Minor,Individual,Third Owner,1061 CC
5891,5892,Hyundai EON Era,Individual,First Owner,814 CC
5892,5893,Maruti Ritz LXI,Individual,Second Owner,1197 CC
5893,5894,Maruti Zen LXI,Individual,Second Owner,993 CC
5894,5895,Toyota Corolla DX,Individual,Second Owner,1794 CC
5895,5896,Maruti Baleno Sigma,Individual,First Owner,1197 CC
5896,5897,Maruti Swift Dzire VXI Optional,Individual,First Owner,1197 CC
5897,5898,Mahindra XUV500 AT W9 2WD,Individual,First Owner,2179 CC
5898,5899,Toyota Etios Liva 1.2 V Dual Tone,Individual,First Owner,1197 CC
5899,5900,Hyundai i20 2015-2017 Asta 1.2,Individual,First Owner,1197 CC
5900,5901,Mahindra Bolero Pik-Up FB 1.7T,Individual,First Owner,2523 CC
5901,5902,Maruti Swift 1.3 ZXI,Individual,First Owner,
5902,5903,Hyundai Creta 1.6 CRDi SX,Individual,Second Owner,1582 CC
5903,5904,Maruti Baleno Alpha 1.3,Individual,First Owner,1248 CC
5904,5905,Honda City i-DTEC ZX,Individual,First Owner,1498 CC
5905,5906,Tata Zest Quadrajet 1.3 XMS,Individual,First Owner,1248 CC
5906,5907,Maruti Wagon R VXI BS IV,Individual,First Owner,998 CC
5907,5908,Maruti Swift Dzire VDI,Individual,First Owner,1248 CC
5908,5909,Maruti Swift Dzire VXI,Individual,First Owner,1197 CC
5909,5910,Hyundai i20 Asta 1.4 CRDi,Individual,First Owner,1396 CC
5910,5911,Maruti A-Star Vxi,Individual,First Owner,998 CC
5911,5912,Honda City i VTEC CVT VX,Individual,First Owner,1497 CC
5912,5913,Hyundai i20 Asta Option 1.4 CRDi,Individual,Second Owner,1396 CC
5913,5914,Toyota Innova 2.5 E Diesel PS 7-Seater,Individual,Second Owner,2494 CC
5914,5915,Volkswagen Polo Diesel Trendline 1.2L,Individual,Third Owner,1199 CC
5915,5916,Maruti Ciaz ZDi Plus SHVS,Individual,Second Owner,1248 CC
5916,5917,Honda City 2017-2020 EXi,Individual,First Owner,1497 CC
5917,5918,Mahindra Xylo D4,Individual,First Owner,2489 CC
5918,5919,Hyundai EON Era Plus,Individual,Second Owner,814 CC
5919,5920,Honda City 1.5 V MT,Individual,Second Owner,1497 CC
5920,5921,Maruti Swift Dzire VDi,Individual,Third Owner,1248 CC
5921,5922,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,Individual,First Owner,1498 CC
5922,5923,Ford Endeavour 2.5L 4X2 MT,Individual,Second Owner,2499 CC
5923,5924,Hyundai Verna SX CRDi AT,Individual,First Owner,1582 CC
5924,5925,Mahindra TUV 300 T8 AMT,Individual,First Owner,1493 CC
5925,5926,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Individual,First Owner,1498 CC
5926,5927,Maruti Swift VDI Optional,Individual,First Owner,1248 CC
5927,5928,Volkswagen Ameo 1.0 MPI Comfortline,Individual,Second Owner,999 CC
5928,5929,Hyundai Verna 1.6 CRDI,Individual,Third Owner,1582 CC
5929,5930,Honda City i DTEC S,Individual,Second Owner,1498 CC
5930,5931,Maruti Swift Dzire LDI,Individual,Second Owner,1248 CC
5931,5932,Tata Zest Revotron 1.2T XMS,Individual,First Owner,1193 CC
5932,5933,Renault Duster 85PS Diesel RxL Option,Individual,First Owner,1461 CC
5933,5934,Toyota Innova 2.5 Z Diesel 7 Seater,Individual,Second Owner,2494 CC
5934,5935,Hyundai Verna 1.6 SX CRDi (O),Individual,Second Owner,1582 CC
5935,5936,Toyota Platinum Etios 1.4 GXD,Individual,First Owner,1364 CC
5936,5937,Honda WR-V i-VTEC S,Individual,First Owner,1199 CC
5937,5938,Ford Fiesta 1.5 TDCi Titanium,Individual,First Owner,1498 CC
5938,5939,Skoda Laura Ambiente 2.0 TDI CR MT,Individual,Second Owner,1968 CC
5939,5940,Maruti Alto K10 VXI,Individual,First Owner,998 CC
5940,5941,Maruti Swift Dzire VDI,Individual,First Owner,1248 CC
5941,5942,Hyundai i20 Active SX Diesel,Dealer,First Owner,1396 CC
5942,5943,BMW X1 sDrive20d M Sport,Dealer,First Owner,1998 CC
5943,5944,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Dealer,First Owner,1248 CC
5944,5945,Maruti Swift Dzire VDI Optional,Dealer,First Owner,1248 CC
5945,5946,Mahindra Bolero B4,Dealer,First Owner,1498 CC
5946,5947,Ford Ecosport Sports Diesel,Dealer,Second Owner,1498 CC
5947,5948,Honda Amaze E Diesel BSIV,Dealer,First Owner,1498 CC
5948,5949,Tata Manza Aura Safire,Individual,First Owner,1368 CC
5949,5950,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Individual,Second Owner,2494 CC
5950,5951,Tata Sumo EX,Dealer,First Owner,2956 CC
5951,5952,Mahindra Bolero B4,Dealer,First Owner,1498 CC
5952,5953,Tata New Safari 3L Dicor LX 4x2,Dealer,First Owner,2956 CC
5953,5954,Mahindra Scorpio 1.99 S10 4WD,Dealer,First Owner,1997 CC
5954,5955,Maruti Swift VDI BSIV,Dealer,Second Owner,
5955,5956,Maruti Wagon R VXI,Dealer,First Owner,998 CC
5956,5957,Maruti Swift Dzire LXI,Dealer,First Owner,1197 CC
5957,5958,Hyundai Creta 1.6 CRDi Anniversary Edition,Dealer,First Owner,1582 CC
5958,5959,Hyundai Creta 1.4 CRDi S,Dealer,First Owner,1396 CC
5959,5960,Ford Ecosport 1.5 Diesel Titanium,Dealer,First Owner,1498 CC
5960,5961,Maruti Swift LXi BSIV,Dealer,First Owner,1197 CC
5961,5962,Hyundai EON Magna Plus,Individual,First Owner,814 CC
5962,5963,Mercedes-Benz E-Class E350 Petrol,Individual,Third Owner,3498 CC
5963,5964,Hyundai Creta 1.6 CRDi SX,Individual,First Owner,1582 CC
5964,5965,Volkswagen Polo Diesel Highline 1.2L,Individual,Second Owner,1199 CC
5965,5966,Maruti 800 Std,Individual,Fourth & Above Owner,796 CC
5966,5967,Maruti Swift ZXI Plus,Individual,First Owner,1197 CC
5967,5968,Maruti Alto 800 VXI,Individual,First Owner,796 CC
5968,5969,Maruti Ertiga SHVS VDI,Individual,First Owner,1248 CC
5969,5970,Maruti Swift VDI Optional,Individual,First Owner,1248 CC
5970,5971,Maruti Swift Dzire AMT VXI,Individual,First Owner,1197 CC
5971,5972,Mahindra Bolero 2011-2019 ZLX,Individual,Second Owner,2523 CC
5972,5973,Renault Pulse RxZ,Individual,Second Owner,1461 CC
5973,5974,Maruti Swift Dzire ZDI,Individual,First Owner,1248 CC
5974,5975,Hyundai Verna 1.6 CRDI,Individual,Second Owner,1582 CC
5975,5976,Toyota Etios GD,Individual,Second Owner,1364 CC
5976,5977,Ford Figo Diesel EXI Option,Individual,First Owner,1399 CC
5977,5978,Maruti Esteem Lxi - BSIII,Individual,Third Owner,1298 CC
5978,5979,Maruti Omni 5 Seater BSIV,Individual,Second Owner,796 CC
5979,5980,Maruti Vitara Brezza ZDi Plus Dual Tone,Individual,First Owner,1248 CC
5980,5981,Renault Lodgy 85PS RxE 7 Seater,Individual,Second Owner,1461 CC
5981,5982,Maruti Ertiga VDI,Individual,Second Owner,1248 CC
5982,5983,Maruti Ciaz Zeta Diesel,Individual,First Owner,1248 CC
5983,5984,Renault Lodgy 85PS RxE 7 Seater,Individual,Second Owner,1461 CC
5984,5985,Maruti Swift VXI,Individual,Second Owner,1197 CC
5985,5986,BMW 5 Series 530d,Individual,First Owner,2993 CC
5986,5987,Maruti Swift VXi BSIV,Individual,First Owner,1197 CC
5987,5988,Maruti Alto K10 LXI,Individual,First Owner,998 CC
5988,5989,Maruti Alto LXi,Individual,Second Owner,796 CC
5989,5990,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Individual,Second Owner,2143 CC
5990,5991,Nissan Micra XV,Individual,Second Owner,1198 CC
5991,5992,Hyundai i20 2015-2017 Sportz 1.2,Individual,First Owner,1197 CC
5992,5993,Maruti 800 AC,Individual,Third Owner,796 CC
5993,5994,Hyundai Santro Xing XG,Individual,Third Owner,
5994,5995,Honda WR-V i-DTEC VX,Individual,First Owner,1498 CC
5995,5996,Mahindra Bolero 2011-2019 SLX,Individual,First Owner,2523 CC
5996,5997,Maruti Swift Vdi BSIII,Individual,Second Owner,1248 CC
5997,5998,Hyundai EON Era Plus,Individual,First Owner,814 CC
5998,5999,Maruti Swift VDI Deca,Individual,First Owner,1248 CC
5999,6000,Tata Indigo eCS LE TDI BSIII,Individual,Second Owner,1396 CC
6000,6001,Mahindra TUV 300 T6 Plus,Individual,First Owner,1493 CC
6001,6002,Mahindra TUV 300 T6 Plus,Individual,First Owner,1493 CC
6002,6003,Skoda Rapid 1.6 TDI Elegance,Individual,First Owner,1598 CC
6003,6004,Chevrolet Beat LT,Individual,Third Owner,1199 CC
6004,6005,Hyundai EON D Lite Plus,Individual,First Owner,814 CC
6005,6006,Datsun GO T BSIV,Individual,First Owner,1198 CC
6006,6007,Renault KWID Climber 1.0 MT,Individual,First Owner,999 CC
6007,6008,Maruti Omni LPG CARGO BSIII W IMMOBILISER,Individual,Second Owner,796 CC
6008,6009,Hyundai Grand i10 AT Sportz,Dealer,First Owner,1197 CC
6009,6010,Hyundai Verna 1.6 SX CRDI (O) AT,Dealer,First Owner,1582 CC
6010,6011,Tata Indigo CS LS (TDI) BS-III,Individual,Second Owner,1405 CC
6011,6012,Hyundai i20 Asta Optional with Sunroof 1.2,Dealer,First Owner,1197 CC
6012,6013,Volkswagen Polo GT TSI,Dealer,Second Owner,1197 CC
6013,6014,Volkswagen Ameo 1.2 MPI Highline,Dealer,First Owner,1198 CC
6014,6015,Hyundai i10 Sportz 1.2 AT,Dealer,First Owner,1197 CC
6015,6016,Honda City S,Dealer,First Owner,1497 CC
6016,6017,Hyundai i10 Magna,Dealer,First Owner,1197 CC
6017,6018,Volkswagen Polo Petrol Highline 1.2L,Dealer,First Owner,1198 CC
6018,6019,Nissan Micra XL Optional,Dealer,First Owner,1198 CC
6019,6020,Honda Jazz Basic,Dealer,First Owner,1198 CC
6020,6021,Hyundai i10 Sportz AT,Dealer,First Owner,1197 CC
6021,6022,Maruti Swift VXI,Dealer,First Owner,1197 CC
6022,6023,Maruti Swift LXI,Dealer,First Owner,1197 CC
6023,6024,Tata Tigor 1.2 Revotron XZ,Individual,First Owner,1199 CC
6024,6025,Maruti Alto K10 VXI,Individual,First Owner,998 CC
6025,6026,Hyundai Verna 1.6 VTVT,Individual,First Owner,1591 CC
6026,6027,Hyundai Grand i10 CRDi Asta,Individual,Second Owner,1120 CC
6027,6028,Hyundai Elite i20 Petrol Sportz,Individual,First Owner,1197 CC
6028,6029,Tata New Safari DICOR 2.2 EX 4x2,Individual,Second Owner,2179 CC
6029,6030,Tata Indigo CR4,Individual,First Owner,1396 CC
6030,6031,Tata Indica V2 eLS,Individual,Second Owner,1396 CC
6031,6032,Ford Fiesta 1.4 TDCi EXI,Individual,Third Owner,1399 CC
6032,6033,Ford Fiesta Classic 1.4 Duratorq CLXI,Individual,Third Owner,1399 CC
6033,6034,Hyundai i20 Sportz Option 1.2,Individual,Second Owner,1197 CC
6034,6035,Hyundai i10 Era,Individual,Second Owner,1086 CC
6035,6036,Honda City i-VTEC VX,Individual,First Owner,1497 CC
6036,6037,Honda Mobilio V i DTEC,Individual,Second Owner,1498 CC
6037,6038,Mahindra TUV 300 T8,Individual,First Owner,1493 CC
6038,6039,Chevrolet Beat LS,Individual,First Owner,1199 CC
6039,6040,Hyundai Creta 1.6 CRDi SX,Individual,First Owner,1582 CC
6040,6041,Maruti Alto K10 VXI,Individual,First Owner,998 CC
6041,6042,Hyundai Grand i10 1.2 Kappa Sportz AT,Individual,Second Owner,1197 CC
6042,6043,Toyota Fortuner 2.8 4WD AT BSIV,Individual,First Owner,2755 CC
6043,6044,Toyota Innova Crysta 2.4 VX MT 8S BSIV,Individual,Second Owner,2393 CC
6044,6045,BMW X3 xDrive20d,Individual,First Owner,1995 CC
6045,6046,Mahindra XUV500 W8 4WD,Individual,First Owner,2179 CC
6046,6047,Mercedes-Benz GLA Class 200 CDI SPORT,Individual,Second Owner,2143 CC
6047,6048,Ford Fiesta 1.4 ZXi TDCi LE,Individual,Third Owner,1399 CC
6048,6049,Renault Duster 110PS Diesel RxZ,Individual,First Owner,1461 CC
6049,6050,Maruti Alto LXi,Individual,Second Owner,796 CC
6050,6051,Honda City 1.5 S MT,Individual,Third Owner,1497 CC
6051,6052,Mahindra XUV500 W10 2WD,Individual,First Owner,2179 CC
6052,6053,Maruti Swift Dzire ZDI,Individual,Second Owner,1248 CC
6053,6054,Maruti Swift Dzire VDI,Individual,Second Owner,1248 CC
6054,6055,Tata Indigo LX,Individual,Second Owner,1405 CC
6055,6056,Maruti Swift VDI Optional,Individual,First Owner,1248 CC
6056,6057,Maruti Wagon R VXI BS IV,Individual,Second Owner,998 CC
6057,6058,Ford Figo 1.2P Titanium Plus MT,Individual,First Owner,1196 CC
6058,6059,Maruti Celerio ZXI,Individual,First Owner,998 CC
6059,6060,Hyundai Creta 1.6 VTVT S,Individual,First Owner,1591 CC
6060,6061,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,Individual,First Owner,1396 CC
6061,6062,Maruti Alto LXi BSIII,Individual,Second Owner,796 CC
6062,6063,Hyundai i20 2015-2017 Sportz 1.4 CRDi,Individual,First Owner,1396 CC
6063,6064,Maruti 800 AC,Individual,First Owner,796 CC
6064,6065,Hyundai Verna 1.6 VGT CRDi,Individual,Second Owner,1582 CC
6065,6066,Fiat Linea 1.3 Multijet Emotion,Individual,First Owner,1248 CC
6066,6067,Maruti Swift VDI BSIV,Individual,First Owner,1248 CC
6067,6068,Maruti Celerio ZXI,Individual,First Owner,998 CC
6068,6069,Maruti Swift ZXI Plus,Individual,First Owner,1197 CC
6069,6070,Maruti Ertiga VDI,Individual,Second Owner,1248 CC
6070,6071,Honda City Corporate Edition,Individual,Second Owner,1497 CC
6071,6072,Mahindra Bolero Power Plus ZLX,Individual,First Owner,1493 CC
6072,6073,Mahindra Verito 1.5 D6 BSIII,Individual,First Owner,1461 CC
6073,6074,Maruti Wagon R AMT VXI,Individual,First Owner,998 CC
6074,6075,Maruti Swift Dzire VXI 1.2,Individual,First Owner,1197 CC
6075,6076,Maruti Alto 800 LXI,Individual,First Owner,796 CC
6076,6077,Maruti Swift Dzire AMT VXI BS IV,Individual,First Owner,1197 CC
6077,6078,Maruti Swift VXI Optional,Individual,First Owner,1197 CC
6078,6079,Tata Hexa XE,Individual,First Owner,2179 CC
6079,6080,Hyundai i20 Magna,Individual,Second Owner,1197 CC
6080,6081,Maruti Swift Dzire VDI,Individual,First Owner,1248 CC
6081,6082,Maruti Wagon R VXI BS IV,Individual,First Owner,998 CC
6082,6083,Toyota Corolla Altis 1.8 VL AT,Individual,First Owner,1794 CC
6083,6084,Honda Brio S MT,Individual,First Owner,1198 CC
